hotel_code,hotel_name,address_line_1,address_line_2,description,amenities_json,pet_policy_description,pet_fees_json,weight_limits_json,phone,hotel_url,last_updated
rduzh,Hyatt Place Raleigh / Cary,710 Corporate Center Drive,"Raleigh, North Carolina, United States, 27607",,"['In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Tesla Charging Available', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Tesla Charging Available', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
Hyatt Place Raleigh / Cary welcomes your canine companions. Two dogs are allowed in a guest room. All pets must be housebroken. All fees are nonrefundable.
Pet Fees
1 - 6 nights: $100 / 1 STAY
7 - 30 nights: $100 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 6 nights: $100 / 1 STAY\n7 - 30 nights: $100 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19192332205,https://www.hyatt.com/hyatt-place/en-US/rduzh-hyatt-place-raleigh-cary,2025-12-27T23:17:12.214633
rnoza,Hyatt Place Reno - Tahoe Airport,1790 East Plumb Lane,"Reno, Nevada, United States, 89502",,"['Business Services', 'Digital Check-In', 'Electric Vehicle Charging', 'Fitness Center', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We welcome your housebroken pets. For those staying 31 nights or more, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights: $100 / 1 STAY + $100 Additional cleaning fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights: $100 / 1 STAY + $100 Additional cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+17758262500,https://www.hyatt.com/hyatt-place/en-US/rnoza-hyatt-place-reno-tahoe-airport,2025-12-27T23:17:20.078519
riczv,Hyatt Place Richmond Airport,4401 S. Laburnum Avenue,"Richmond, Virginia, United States, 23231",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Restaurant On-Site']","Pets Are Welcome
We welcome your housebroken pets. For those staying 30+ nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $250 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $250 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18045494865,https://www.hyatt.com/hyatt-place/en-US/riczv-hyatt-place-richmond-airport,2025-12-27T23:17:30.203737
ricza,Hyatt Place Richmond / Arboretum,201 Arboretum Place,"Richmond, Virginia, United States, 23236",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We welcome your canine companions at Hyatt Place Richmond/Arboretum. All dogs must be housebroken. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1-6 nights: $100 / 1 STAY
7–30 nights: $100 / 1 STAY + $100 cleaning Fee
30+ nights: $100 / 1 STAY + $200 cleaning Fee
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights: $100 / 1 STAY\n7–30 nights: $100 / 1 STAY + $100 cleaning Fee\n30+ nights: $100 / 1 STAY + $200 cleaning Fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18045601566,https://www.hyatt.com/hyatt-place/en-US/ricza-hyatt-place-richmond-arboretum,2025-12-27T23:17:38.339737
riczc,Hyatt Select Richmond / Chester,13148 Kingston Avenue,"Chester, Virginia, United States, 23836",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
Two dogs may be allowed in a room provided the combined weight of both dogs does not exceed 75 pounds. Pets exceeding the weight limit are at the hotel’s discretion. All pets must be housebroken. For stays longer than 30 nights, please contact the hotel.
PET FEES
1-6 nights: $100 / STAY
7-plus nights: $100 / STAY+ $100 Additional deep cleaning fee
WEIGHT LIMITS
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['PET FEES\n1-6 nights: $100 / STAY\n7-plus nights: $100 / STAY+ $100 Additional deep cleaning fee'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18045304600,https://www.hyatt.com/hyatt-select/en-US/riczc-hyatt-select-richmond-chester,2025-12-27T23:17:47.495374
riczi,Hyatt Place Richmond / Innsbrook,4100 Cox Road,"Glen Allen, Virginia, United States, 23060",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Two dogs may be allowed in a room provided the combined weight of both dogs does not exceed 75 pounds. Dogs exceeding the weight limit are at the hotel’s discretion. All pets must be housebroken. Fees apply regardless of the duration. For those staying 30+ nights, a fee will be charged at the hotel’s discretion.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18047479644,https://www.hyatt.com/hyatt-place/en-US/riczi-hyatt-place-richmond-innsbrook,2025-12-27T23:17:58.845700
ralzr,Hyatt Place Riverside / Downtown,3500 Market Street,"Riverside, California, United States, 92501",,"['Business Services', 'In-Room Chromecast', 'Digital Check-In', 'Electric Vehicle Charging', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Don’t let your pet miss out on the fun while you travel. Bring your furry friend along (up to two dogs per room) to enjoy all the exciting sights and sounds of the area while you stay at pet-friendly Hyatt Place Riverside/Downtown.
Pet Fees
1-6 nights (nonrefundable fee): $100 / 1 STAY
7-30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $350 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1-6 nights (nonrefundable fee): $100 / 1 STAY\n7-30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $350 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19513213500,https://www.hyatt.com/hyatt-place/en-US/ralzr-hyatt-place-riverside-downtown,2025-12-27T23:18:07.963420
roazr,Hyatt Place Roanoke Airport / Valley View Mall,5040 Valley View Boulevard North,"Roanoke, Virginia, United States, 24012",,"['Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Bring your canine companion(s) to enjoy all the best of Roanoke. Our Virginia hotel is pet-friendly for up to two dogs. All dogs must be housebroken.
Pet Fees
1 - 6 nights: $100 / 1 STAY
7 - 30 nights: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1 - 6 nights: $100 / 1 STAY\n7 - 30 nights: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+15403664700,https://www.hyatt.com/hyatt-place/en-US/roazr-hyatt-place-roanoke-airport-valley-view-mall,2025-12-27T23:18:17.445534
rogzb,Hyatt Place Bentonville / Rogers,4610 West Walnut Street,"Rogers, Arkansas, United States, 72756",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
We welcome dogs to our Rogers hotel in designated rooms. Please contact the hotel to request one of our pet-friendly rooms. All dogs must be housebroken. Dogs exceeding the weight limits are at the hotel’s discretion. For stays 31 nights or longer: Please contact the hotel. 31 nights or more: Please contact the hotel
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+14796338555,https://www.hyatt.com/hyatt-place/en-US/rogzb-hyatt-place-bentonville-rogers,2025-12-27T23:18:26.190305
saczr,Hyatt Place Sacramento / Rancho Cordova,10744 Gold Center Drive,"Rancho Cordova, California, United States, 95670",,"['In-Room Chromecast', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
We welcome up to two dogs in a room. All pets must be housebroken. Any dogs exceeding the weight limits are at the hotel's discretion. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel. *We welcome guests with disabilities traveling with their service animals. Service animals are not pets and are not subject to this Pet Policy. For more information, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
30+ nights + additional cleaning fee: $300 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY\n30+ nights + additional cleaning fee: $300 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19166354799,https://www.hyatt.com/hyatt-place/en-US/saczr-hyatt-place-sacramento-rancho-cordova,2025-12-27T23:18:40.275681
saczv,Hyatt Place Sacramento / Roseville,220 Conference Center Drive,"Roseville, California, United States, 95678",,"['Business Services', 'Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool', 'Restaurant On-Site']","Pets Are Welcome
Don’t let your pet miss out on the fun while you travel! Bring your furry friend, up to two dogs per room, to our pet-friendly hotel to enjoy all the exciting sights and sounds of Roseville. Call ahead at +1 916 781 6400 to let us know you’ll be bringing canine company. For stays exceeding 30 nights, any additional cleaning fee is at the hotel's discretion, please contact hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+19167816400,https://www.hyatt.com/hyatt-place/en-US/saczv-hyatt-place-sacramento-roseville,2025-12-27T23:18:48.012985
slcza,Hyatt Place Salt Lake City Airport,52 N. Tommy Thompson Road,"Salt Lake City, Utah, United States, 84116",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self-Parking', 'Pool', 'Restaurant On-Site']",,,,+18013631400,https://www.hyatt.com/hyatt-place/en-US/slcza-hyatt-place-salt-lake-city-airport,2025-12-27T23:18:55.570533
slczc,Hyatt Place Salt Lake City / Cottonwood,3090 E 6200 S,"Salt Lake City, Utah, United States, 84121",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Free Parking', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pool']","Pets Are Welcome
Bring your beloved pooch to the best pet-friendly hotel in Cottonwood Heights. Advance notice is preferred. 31+ nights: Please contact the hotel. Fees are inclusive of taxes. Pets exceeding weight limit may be allowed at the hotel’s discretion. All pets must be housebroken. Fees apply regardless of the duration. For stays exceeding 30 nights, please contact the hotel.
Pet Fees
1–6 nights: $100 / 1 STAY
7–30 nights + additional cleaning fee: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $100 / 1 STAY\n7–30 nights + additional cleaning fee: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18018901280,https://www.hyatt.com/hyatt-place/en-US/slczc-hyatt-place-salt-lake-city-cottonwood,2025-12-27T23:19:05.997095
slcxd,Hyatt House Salt Lake City / Downtown,140 South 300 West,"Salt Lake City, Utah, United States, 84101",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Meeting Facilities', 'Self Parking', 'Pet Friendly', 'Pool']","We Are Pet Friendly
Bring your furry friend along to enjoy all the exciting sights and sounds of downtown Salt Lake City. Hyatt House Salt Lake City/Downtown is a pet-friendly hotel. In honor of our pets, we have partnered with the Humane Society of Utah and will donate a portion of every pet fee. There’s nothing more rewarding than giving back and making a difference in the lives of the people and animals in our communities.
Pet Fees
1–5 nights: $100 / 1 STAY
6+ nights: $200 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–5 nights: $100 / 1 STAY\n6+ nights: $200 / 1 STAY'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18013594020,https://www.hyatt.com/hyatt-house/en-US/slcxd-hyatt-house-salt-lake-city-downtown,2025-12-27T23:19:13.759205
slczd,Hyatt Place Salt Lake City / Downtown / The Gateway,55 North 400 West,"Salt Lake City, Utah, United States, 84101",,"['Business Services', 'Digital Check-In', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Bring your beloved pooch to the best pet-friendly hotel in Salt Lake City. Advance notice is preferred. All pets must be housebroken.
Pet Fees
Up to 6 nights (Nonrefundable): $75 / 1 STAY + $75 7-30 nights (Additional fee) + $100 Deep cleaning fee (7-30 nights)
Weight Limits
Individual pet weight limit:  50 Pounds
Combined pets weight limit: 75 Pounds
Maximum number of pets is 2.",['Pet Fees\nUp to 6 nights (Nonrefundable): $75 / 1 STAY + $75 7-30 nights (Additional fee) + $100 Deep cleaning fee (7-30 nights)'],"['Individual pet weight limit:  50 Pounds', 'Combined pets weight limit: 75 Pounds']",+18014566300,https://www.hyatt.com/hyatt-place/en-US/slczd-hyatt-place-salt-lake-city-downtown-the-gateway,2025-12-27T23:19:28.416704
slczs,Hyatt Place Salt Lake City / Farmington / Station Park,222 North Union Ave,"Farmington, Utah, United States, 84025",,"['Digital Check-In', 'Digital Key', 'Fitness Center', 'Free Breakfast', 'Free Internet Access', 'Laundry', 'Meeting Facilities', 'Self-Parking', 'Pet Friendly', 'Pool']","Pets Are Welcome
Dogs only. Outdoor Pet Relief Station onsite with doggy bags provided. We welcome your canine companions at Hyatt Place Salt Lake City/Farmington/Station Park. All dogs must be housebroken.
Pet Fees
1–6 nights: $75 / 1 STAY
7–30 nights: $150 / 1 STAY
Weight Limits
Individual pet weight limit:  50 Pounds
Maximum number of pets is 2.",['Pet Fees\n1–6 nights: $75 / 1 STAY\n7–30 nights: $150 / 1 STAY'],['Individual pet weight limit:  50 Pounds'],+18016834444,https://www.hyatt.com/hyatt-place/en-US/slczs-hyatt-place-salt-lake-city-farmington-station-park,2025-12-27T23:19:49.029640
