hotel_code,hotel_name,address,city,state,country,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
MAR-8-1,Residence Inn by Marriott Dallas Plano/Richardson,"1705 East President George Bush Highway Plano, Texas, USA, 75074",Plano,Texas,USA,+1 972-424-9101,4.2,"Pet-friendly hotel with complimentary breakfast, fully equipped kitchens and free Wi-Fi in Plano.",,https://www.marriott.com/hotels/travel/dalpr-residence-inn-dallas-plano-richardson,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Daily cleaning fee of $5/ day in addition to the one time non-refundable pet fee | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Daily cleaning fee of $5/ day in addition to the one time non-refundable pet fee | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Dallas/Fort Worth International Airport (DFW)"", ""details"": []}, {""airport"": ""Dallas Love Field (DAL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 972-509-8400"", ""Train Station"", ""DART CityLine/Bush Station""]}]",true,2025-12-27T03:12:24.291925
MAR-8-3,TownePlace Suites by Marriott Dallas Plano/Legacy,"5005 Whitestone Lane Plano, Texas, USA, 75024",Plano,Texas,USA,+1 469-969-0953,3.8,"Your home away from home! Enjoy our pet friendly hotel in Plano, TX with full kitchen and laundry.",,https://www.marriott.com/hotels/travel/daltp-towneplace-suites-dallas-plano-legacy,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""2 pets 150 pounds max per room with USD 150 non-refundable fee per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""2 pets 150 pounds max per room with USD 150 non-refundable fee per room per stay | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Beauty shop"", ""Barber"", ""Mobility accessible rooms"", ""Foreign exchange, nearby"", ""Storage space"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Dallas/Fort Worth International Airport (DFW)"", ""details"": []}, {""airport"": ""Dallas Love Field (DAL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound Bus Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 972-712-2583"", ""Train Station"", ""DART - Parker Road Station""]}]",true,2025-12-27T03:13:06.598901
MAR-8-5,Residence Inn by Marriott Port Arthur,"2740 Jimmy Johnson Blvd Port Arthur, Texas, USA, 77640",Port Arthur,Texas,USA,+1 409-293-4021,4.6,"Stay longer, stay smarter, stay at the Residence Inn by Marriott Port Arthur",,https://www.marriott.com/hotels/travel/bptrb-residence-inn-port-arthur,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Non-refundable Pet Fee: 1-4 nights $20 per night, 5+ nights $100 per stay | Non-refundable fee: 75 Per Stay | Contact hotel for details""}","{""raw"": ""Non-refundable Pet Fee: 1-4 nights $20 per night, 5+ nights $100 per stay | Non-refundable fee: 75 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Jack Brooks Regional Airport (BPT)"", ""details"": []}, {""airport"": ""George Bush Intercontinental Airport (IAH)"", ""details"": []}, {""airport"": ""William P Hobby Airport (HOU)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 409-539-3416"", ""Enterprise Rent-A-Car"", ""Phone:"", ""+1 409-962-3234""]}]",true,2025-12-27T03:13:49.677762
MAR-8-7,TownePlace Suites by Marriott Corpus Christi Portland,"109 Esplanade Drive Portland, Texas, USA, 78374",Portland,Texas,USA,+1 361-777-2003,4.2,Pet friendly suites with free Wi-Fi and daily hot breakfast 15 minutes from the Texas State Aquarium,,https://www.marriott.com/hotels/travel/crppt-towneplace-suites-corpus-christi-portland,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets 50 pounds max per room with USD 100 non-refundable fee per room per stay | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Pets 50 pounds max per room with USD 100 non-refundable fee per room per stay | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Corpus Christi International Airport (CRP)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 361-289-0777""]}]",true,2025-12-27T03:14:31.461281
MAR-8-9,Courtyard by Marriott Dallas Richardson at Spring Valley,"1000 South Sherman Street Richardson, Texas, USA, 75081",Richardson,Texas,USA,+1 972-235-5000,4.3,"Enjoy free Wi-Fi, stylish rooms, and fresh dining at our hotel in Richardson, TX",,https://www.marriott.com/hotels/travel/dalne-courtyard-dallas-richardson-at-spring-valley,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pet fee $20/day with $100/stay nonrefundable clean fee excludes Service Animals | Contact hotel for details""}","{""raw"": ""Pet fee $20/day with $100/stay nonrefundable clean fee excludes Service Animals | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Hot breakfast, fee from: 9 USD"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Dallas/Fort Worth International Airport (DFW)"", ""details"": []}, {""airport"": ""Dallas Love Field (DAL)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Sherman @ Buckingham - N - FS"", ""Greyhound Bus Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 972-234-4473"", ""Budget"", ""Phone:"", ""+1 972-231-3395""]}]",true,2025-12-27T03:15:14.457984
MAR-9-1,TownePlace Suites by Marriott San Antonio Westover Hills,"10015 Westover Hills Boulevard San Antonio, Texas, USA, 78251",San Antonio,Texas,USA,+1 210-520-0441,4.2,"Experience our brand-new, extended-stay hotel nestled in the hill country of West San Antonio.",,https://www.marriott.com/hotels/travel/satto-towneplace-suites-san-antonio-westover-hills,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pet Fee Stays of 1 to 6 nights $75.00 USD; Stays of 7 to 30 nights $150.00 USD | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""Pet Fee Stays of 1 to 6 nights $75.00 USD; Stays of 7 to 30 nights $150.00 USD | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""San Antonio International Airport (SAT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 210-520-0451""]}]",true,2025-12-27T03:16:03.571642
MAR-9-3,The Gunter Hotel San Antonio Riverwalk,"205 East Houston, (Driveway Entrance on 311 N. St. Marys Street) San Antonio, Texas, USA, 78205",San Antonio,Texas,USA,+1 210-227-3241,3.5,"Newly renovated and historic hotel in the center of downtown, located steps from the River Walk.",,https://www.marriott.com/hotels/travel/satdx-the-gunter-hotel-san-antonio-riverwalk,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 11:00 AM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Dogs welcome (2 max, 50 lbs). Service animals exempt. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}","{""raw"": ""Dogs welcome (2 max, 50 lbs). Service animals exempt. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Storage space"", ""Full American breakfast, fee from: 13 USD"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Newspaper in lobby"", ""All public areas non-smoking"", ""Front desk staffed"", ""Vending machines"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""Stinson Municipal Airport (SSF)"", ""details"": []}, {""airport"": ""San Antonio International Airport (SAT)"", ""details"": []}, {""airport"": ""Austin-Bergstrom International Airport (AUS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""VIA Metropolitan Transit"", ""Greyhound Bus Station"", ""Car Rentals"", ""Advantage Rent-A-Car"", ""Phone:"", ""+1 210-226-9711"", ""Hertz"", ""Phone:"", ""+1 210-223-1000""]}]",true,2025-12-27T03:16:47.113862
MAR-9-5,The Westin San Antonio North,"9821 Colonnade Boulevard San Antonio, Texas, USA, 78230",San Antonio,Texas,USA,+1 210-691-8888,3.4,"A luxury hotel in San Antonio, Texas, with heated pools that reflects the city's charm and history.",,https://www.marriott.com/hotels/travel/satwn-the-westin-san-antonio-north,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""$50 per night - not to exceed $150.00 per stay. | Non-refundable fee: 50 Per Stay | Contact hotel for details""}","{""raw"": ""$50 per night - not to exceed $150.00 per stay. | Non-refundable fee: 50 Per Stay | Contact hotel for details""}",{},"[""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Storage space"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Local restaurant dinner delivery"", ""Concierge desk"", ""Safe deposit boxes, front desk"", ""All public areas non-smoking"", ""Front desk staffed"", ""Vending machines"", ""Room service"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby"", ""Housekeeping service daily""]",[],"[{""airport"": ""San Antonio International Airport (SAT)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Wurzbach In Front Of The Colonnade"", ""Greyhound - San Antonio Bus Station"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 210-558-7639"", ""Train Station"", ""Amtrak""]}]",true,2025-12-27T03:17:29.792634
MAR-9-7,Residence Inn by Marriott San Marcos,"625 Commercial Loop Building 2 San Marcos, Texas, USA, 78666",San Marcos,Texas,USA,+1 512-812-0044,4.4,"We are a charming city inbetween Austin & San Antonio with great shopping, dining & an Ole Town feel",,https://www.marriott.com/hotels/travel/ausdm-residence-inn-san-marcos,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Pets Allowed | Non-refundable fee: 150 Per Stay | Contact hotel for details""}","{""raw"": ""Pets Allowed | Non-refundable fee: 150 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Grocery shopping service"", ""Safe deposit boxes, front desk"", ""Laundry on-site, coin operated"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Car Rental, Nearby""]",[],"[{""airport"": ""San Antonio International Airport (SAT)"", ""details"": []}, {""airport"": ""Austin-Bergstrom International Airport (AUS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 512-392-5394""]}]",true,2025-12-27T03:18:12.452322
MAR-9-9,TownePlace Suites by Marriott Seguin,"2732 Jay Road Seguin, Texas, USA, 78155",Seguin,Texas,USA,+1 830-379-2400,4.1,Our spacious neighborhood-style lodging offers well-equipped kitchens and spaces to work and relax.,,https://www.marriott.com/hotels/travel/satsg-towneplace-suites-seguin,"{""CHECK IN"": ""CHECK IN: 03:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Daily cleaning fee of $5/ day in addition to the one time non-refundable pet fee | Non-refundable fee: 100 Per Stay | Contact hotel for details""}","{""raw"": ""Daily cleaning fee of $5/ day in addition to the one time non-refundable pet fee | Non-refundable fee: 100 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Free breakfast"", ""Kitchen"", ""Pet friendly"", ""Parking"", ""Housekeeping service twice per week"", ""Mobility accessible rooms"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""San Antonio International Airport (SAT)"", ""details"": []}, {""airport"": ""Austin-Bergstrom International Airport (AUS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Bus Station"", ""Greyhound Bus Line"", ""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 830-625-9884"", ""Train Station"", ""Amtrak""]}]",true,2025-12-27T03:18:54.692098
MAR-10-1,Courtyard by Marriott Waco,"101 Washington Avenue Waco, Texas, USA, 76701",Waco,Texas,USA,+1 254-752-8686,4,"You'll have it all - EV charging, in-room streaming services, & just a walk over to Magnolia Market.",,https://www.marriott.com/hotels/travel/wcocy-courtyard-waco,"{""CHECK IN"": ""CHECK IN: 04:00 PM"", ""CHECK OUT"": ""CHECK OUT: 12:00 PM"", ""This property has a smoke-free policy"": true, ""See Accessibility Features"": true, ""Pet Policy"": ""Please inquire upon check-in for pet friendly room. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}","{""raw"": ""Please inquire upon check-in for pet friendly room. | Non-refundable fee: 75 Per Stay | Contact hotel for details""}",{},"[""Free high-speed internet"", ""Pool"", ""Fitness center"", ""Pet friendly"", ""Parking"", ""Meeting event space"", ""Mobility accessible rooms"", ""Hot breakfast, fee from: 12 USD"", ""Cocktail lounge with light fare"", ""Valet same day dry cleaning"", ""Coffee/tea in-room"", ""Coffee in lobby"", ""Local restaurant dinner delivery"", ""Newspaper in lobby"", ""Safe deposit boxes, front desk"", ""Laundry on-site"", ""Laundry on-site, coin operated"", ""All public areas non-smoking"", ""Front desk staffed"", ""Bar-B-Q and/or picnic area"", ""Valet dry-cleaning"", ""Housekeeping"", ""Car Rental, Nearby""]",[],"[{""airport"": ""Waco Regional Airport (ACT)"", ""details"": []}, {""airport"": ""Dallas/Fort Worth International Airport (DFW)"", ""details"": []}, {""airport"": ""Austin-Bergstrom International Airport (AUS)"", ""details"": []}, {""airport"": ""Other Transportation"", ""details"": [""Car Rentals"", ""Hertz"", ""Phone:"", ""+1 254-754-1869""]}]",true,2025-12-27T03:19:46.535635
